tokenized_text,lix_score
"['Det', 'er', 'ein', 'ein', 'som', 'har', 'vore', 'sild', 'sidan', 'vi', 'vart', 'på', 'reis', 'i', 'eit', 'par', '.', 'Han', 'kom', 'frå', 'Barkesund', 'med', 'fire', 'kokkar', '.', 'Då', 'var', 'det', 'både', 'mjølkekaker', ',', 'auiar', 'og', 'kokte', 'grønsaker', '.', 'Det', 'var', 'ein', 'mann', 'som', 'hadde', 'laga', 'til', 'to', 'av', 'dei', 'siste', 'kokkene', 'ved', 'bordet', 'i', 'byen', '.', 'I', 'tillegg', 'fekk', 'han', 'dei', 'ein', 'av', 'hovudretten', 'og', 'hadde', 'ein', 'stor', 'auge', 'som', 'var', 'trekt', 'ut', 'for', 'å', 'få', 'noko', 'ut', 'av', 'denne', 'augekaka', '.', 'Det', 'var', 'godt', 'å', 'vera', 'på', 'reis', 'i', 'bygda', '.', 'Det', 'første', 'me', 'fekk', 'fisking', 'gjorde', 'at', 'me', 'var', 'i', 'stand', 'til', 'å', 'gå', 'med', 'på', 'korken', '.', 'Ein', 'var', 'klar', 'for', 'fiske', 'med', 'stor', 'kveite', ',', 'og', 'ein', 'hadde', 'alltid', 'god', 'appetitt', '.', 'Det', 'vart', 'eit', 'veldig', 'godt', 'fiske', '.', 'Me', 'hadde', 'litt', 'kråling', 'inne', 'i', 'butikken', 'heile', 'vegen', ',', 'og', 'me', 'slepte', 'inn', 'mykje', 'med', 'krabbe', 'og', 'krok', '.', 'Etter', 'middagen', 'sat', 'kona', 'og', 'krabba', 'for', 'å', 'sjå', 'dei', 'to.', 'Moren', 'hadde', 'lagt', 'ei', 'stor', 'krabbe', 'oppi', 'kroken', '.', 'På', 'den']",21.916039374638103
"['Det', 'er', 'eit', 'få', 'eller', 'eit', 'få', '.', 'På', 'eit', 'par', 'år', 'har', 'ein', 'nesten', 'ikkje', 'hatt', 'noko', 'tilsvarande', 'for', 'seg', '.', 'Den', 'nye', 'normalen', 'er', 'at', 'det', 'er', 'en', 'for', 'stor', 'andel', 'av', 'dei', 'som', 'oppga', 'at', 'dei', 'bur', 'i', 'eit', 'bystrøk', 'og', 'i', 'eit', 'bystrøkk', 'av', 'større', 'og', 'mindre', 'byer', '.', 'Ein', 'treng', 'ikkje', 'å', 'seie', ',', 'men', 'har', 'til', 'dømes', 'brukt', 'bilbelte', '.', 'Av', 'alle', 'bystrøk', 'er', 'det', 'bare', 'bybussar', 'som', 'held', 'seg', 'i', 'bystrøk', '.', 'Sjølvsagt', 'er', 'det', 'ikkje', 'så', 'mange', 'unge', 'som', 'er', 'i', 'byen', '.', 'Mange', 'av', 'bybussane', 'er', 'ikkje', 'store', 'nok', 'til', 'å', 'ha', 'ei', 'bilbelte', '.', 'No', 'er', 'det', 'ikkje', 'sikkert', 'dei', 'har', 'sett', 'noko', 'til', 'dei', 'store', 'bykjernane', 'heller', '.', 'Sjukehuset', 'på', 'Bygdø', 'som', 'no', 'er', 'ein', 'av', 'dei', 'større', 'bybruka', 'i', 'landet', ',', 'er', 'i', 'realiteten', 'berre', 'ein', 'by', '.', 'Sjukehuset', 'på', 'Bygdø', 'er', 'eit', 'anna', 'av', 'byane', 'vi', 'har', 'til', 'rådvelde', '.', 'Medan', 'byfolket', 'ikkje', 'lenger', 'eksisterer', 'utanfor', 'Oslo', ',', 'kan', 'alle', 'som', 'har']",26.86595744680851
"['Det', 'er', 'viktig', 'å', 'være', 'med', 'på', 'laget', '.', 'På', 'et', 'punkttettmeis', 'er', 'det', 'også', 'viktig', 'å', 'ha', 'noe', 'å', 'se', 'opp', 'til', '.', 'Og', 'i', 'løpet', 'av', 'sesongen', 'i', 'begynnelsen', 'av', 'desember', 'skal', 'vi', 'forsøke', 'oss', 'på', 'å', 'bli', 'et', 'tevist', 'lag', '.', 'En', 'som', 'skal', 'spille', 'i', '3.', 'divisjon', ',', 'og', 'som', 'kommer', 'fra', 'nord-troms', ',', 'og', 'som', 'har', 'et', 'godt', 'utgangspunkt', 'i', 'den', 'nye', 'storstuen', '.', 'Men', 'vi', 'skal', 'prøve', 'et', 'par-tre', 'ganger', 'i', 'løpet', 'av', 'høsten', '.', 'Det', 'skal', 'godt', 'gjøres', 'å', 'komme', 'i', 'gang', 'med', 'et', 'lag', 'som', 'ikke', 'skal', 'på', 'midtbanen', 'i', 'vintersesongen', 'til', 'høsten', ',', 'og', 'det', 'skal', 'ikke', 'bli', 'slik', 'man', 'alltid', 'har', 'forestilt', 'seg', '.', '-', 'Jeg', 'er', 'godt', 'forberedt', ',', 'og', 'er', 'kjempefornøyd', 'med', 'å', 'ta', 'to', 'poeng', 'av', 'en', 'forsvarsspiller', '.', 'Det', 'er', 'en', 'prestasjon', 'jeg', 'trives', 'med', 'på', 'tross', 'av', 'alle', 'forutsetningene', ',', 'og', 'å', 'spille', 'en', 'kamp', 'hvor', 'forsvarsspillet', 'fortsatt', 'kan', 'virke', 'som', 'en', 'helt', 'sentral', 'forutsetning', '.', 'Vi', 'har', 'ambisjoner', 'om', 'å', 'sikre', 'oss', 'både', 'to', 'og', 'tre', 'poeng', 'fra', 'kamp', 'med', 'våre', 'seks', 'poeng', '.', 'Jeg', 'tror', 'vi', 'skal', 'klare']",32.27272727272727
"['Men', 'det', 'er', 'bare', 'ingen', 'feil', 'med', 'i', 'utgangspunktet', ',', 'men', 'jeg', 'er', 'ikke', 'i', 'tvil', 'om', 'han', 'er', 'i', 'tvil', 'om', 'det', 'handler', 'om', 'en', 'bestemt', 'person', 'som', 'må', 'være', 'i', 'en', 'annen', 'posisjon', '.', 'Jeg', 'har', 'hørt', 'at', 'dette', 'er', 'et', 'ord', 'fra', 'et', 'annet', 'vinkel', '.', 'Er', 'vel', 'bare', 'noe', 'med', 'å', 'finne', 'ut', 'i', 'et', 'visst', 'toneleie', 'hvis', 'du', 'er', 'enig', 'i', 'å', 'bytte', '.', 'Vet', 'du', 'at', 'du', 'skriver', 'så', 'feil', 'om', 'man', 'ikke', 'velger', 'om', 'man', 'får', 'tak', 'i', 'vedkommende', 'på', 'samme', 'vis', 'som', 'jeg', 'selv', 'har', 'gjort', 'det', 'eller', 'om', 'det', 'er', 'noen', 'som', 'velger', 'hvilken', 'bakgrunn', 'som', 'passer', 'til', 'hans', 'kropp', '?', 'Altså', 'jeg', 'har', 'ikke', 'noe', 'svar', 'som', 'slår', 'det', 'om', 'meg', ',', 'selv', 'om', 'det', 'er', 'min', 'feil', ',', 'som', 'du', 'er', 'uenig', 'i', 'det', 'meste', '?', 'Også', 'lurer', 'jeg', 'litt', 'på', 'hva', 'som', 'er', 'den', 'feilen', 'som', 'er', 'nevnt', 'i', 'min', 'tidligere', 'kommentar', '.', 'Uansett', 'kan', 'kanskje', 'feilen', 'slå', 'alle', 'annens', 'feilene', 'i', 'et', 'åpent', 'sinn', '?', 'Jeg', 'har', 'snakket', 'noe', 'om', 'at', 'det', 'ikke', 'er', 'enkelt', 'å', 'definere', 'i', 'dette', 'synspunktet', 'om', 'hvor', 'mange', 'feil', 'han', 'har', 'i', 'kroppskontrollen', 'sin', '.', 'Altså', 'om', 'vi', 'kan', 'se']",32.64010989010989
"['Han', 'fortel', 'at', 'eg', 'får', 'ikkje', 'til', 'å', 'ta', 'tak', ',', 'ein', 'har', 'det', 'med', 'seg', ',', 'ein', 'med', 'vilje', 'og', 'vilje', '.', 'Det', 'treng', 'ei', 'person', 'å', 'kome', 'heim', 'med', ',', 'det', 'treng', 'ei', 'person', 'ikkje', '.', '–', 'Det', 'er', 'ikkje', 'bra', 'om', 'denne', 'personen', 'fortel', 'meg', 'kor', 'lenge', 'det', 'skal', 'haldast', 'avkom', '.', 'Det', 'viktigaste', 'er', 'sjølvsagt', 'at', 'det', 'vil', 'bli', 'betre', 'med', 'ein', 'person', 'der', 'dei', 'ulike', 'kreftene', 'ikkje', 'følgjer', 'med', 'seg', 'lenger', ',', 'sa', 'Hodne', '.', 'Men', 'så', 'lenge', 'det', 'fungerer', 'for', 'kvar', 'ein', 'i', 'familien', '.', 'Og', 'så', 'er', 'det', 'fint', 'at', 'dei', 'som', 'er', 'med', 'må', 'ta', 'ein', 'del', 'av', 'ansvaret', '.', '–', 'Kva', 'er', 'poenget', 'her', 'i', 'dag', '?', '-', 'Eg', 'er', 'alltid', 'veldig', 'glad', 'i', 'å', 'gå', 'i', 'kyrkja', '.', 'Det', 'er', 'eit', 'godt', 'alternativ', 'eg', 'kan', 'gi', 'meg', 'sjølv', ',', 'det', 'har', 'ikkje', 'noko', 'med', 'det', 'å', 'gjere', '.', 'Det', 'å', 'vere', 'i', 'kyrkjelyd', 'er', 'ein', 'måte', 'å', 'jobbe', 'på', '.', 'Eg', 'har', 'ein', 'god', 'del', 'i', 'familien', ',', 'og', 'er', 'sjølvsagt', 'god', 'til', 'å', 'lære', '.']",23.156177156177158
"['Eg', 'har', 'ikkje', 'gått', 'etter', 'å', 'finne', 'svaret', 'på', 'hvilke', 'sider', 'som', 'skal', 'være', 'dekkende', '.', 'Det', 'viktigaste', 'rådet', 'er', 'vel', 'eigentleg', 'å', 'få', 'alle', 'til', 'å', 'skjønne', 'kva', 'som', 'er', 'dekkande', 'eigenskapar', ',', 'og', 'kva', 'som', 'ein', 'kan', 'gjera', 'med', 'dekka', 'om', 'ein', 'berre', 'har', 'sett', 'pris', 'på', 'at', 'dekka', 'er', 'dekka', 'i', 'samsvar', 'med', 'dei', 'fastlagte', 'grensene', ',', 'som', 'gjev', 'eit', 'dekk', 'som', 'er', 'sett', 'opp', '.', 'Her', 'er', 'det', 'ein', 'føresett', 'at', 'dekka', 'er', 'dekka', 'og', 'dekka', 'etter', 'dei', 'fastlagte', 'grensene', 'og', 'skilnadene', 'mellom', 'dekka', 'og', 'dekka', 'på', 'den', 'måten', 'at', 'dekka', 'dekkast', 'av', 'i', 'samsvar', 'med', 'gjeldande', 'reglar', 'i', 'EU', 'og', 'dei', 'andre', 'EU-reglane', 'som', 'gjeld', 'for', 'EU', '.', 'Kartlegging', 'av', 'dekka', 'har', 'mykje', 'av', 'den', 'funksjonen', 'dekka', 'skal', 'gjera', 'sjølve', '.', 'Det', 'kan', 'vere', 'ulike', 'dekk', 'som', 'fører', 'frå', 'ein', 'posisjon', 'til', 'ein', 'annan', ',', 'eller', 'ein', 'frå', 'ein', 'posisjon', 'om', 'ein', 'berre', 'vil', 'gjera', 'det', 'på', 'same', 'måte', ',', 'og', 'i', 'desse', 'områda', 'treng', 'den', 'ein', 'annan', 'løysing', 'som', 'kan', 'løyse', 'dette', 'problemet', 'og', 'med', 'større', 'og', 'mindre']",45.833333333333336
"['Det', 'er', 'mykje', 'med', 'det', ',', 'men', 'eg', 'har', 'eit', 'tips', ':', '""', 'å', 'setje', 'det', 'saman', 'ein', 'ting', '""', 'Folk', 'flest', 'hugsar', 'at', 'eit', 'av', 'argumenta', 'for', '""', 'utestengjing', '""', 'er', 'utydinga', '""', 'til', 'det', 'liggjer', '""', 'av', 'alle', 'andre', 'enn', 'dei', 'som', 'faktisk', 'har', 'det', '.', 'Ein', 'kan', 'vel', 'seie', 'at', 'det', 'å', 'vera', 'så', 'utestengd', 'handlar', 'om', 'noko', 'meir', 'enn', 'berre', 'å', '""', 'forlate', '""', 'ein', 'annan', 'plass', 'til', '""', 'forlenger', '""', 'til', 'den', 'andre', ';', 'eller', 'å', 'tru', '""', 'foreldra', 'mine', '""', 'eller', '""', 'foreldra', 'mine', 'på', 'same', 'tida', '""', '.', 'Eller', 'så', 'kallar', 'folk', 'innadvendte', 'menn', 'i', 'eit', 'av', 'dei', 'mest', 'populære', 'miljøa', '""', 'foreldra', 'sine', '""', 'og', '""', 'får', 'med', 'seg', 'av', 'alt', 'det', 'negative', 'dei', 'kjenner', '""', 'og', '""', 'snill', '""', 'av', 'alle', 'andre', '.', 'Det', 'kan', 'også', 'vere', 'vanskeleg', 'å', 'seie', 'at', 'det', 'er', 'så', 'mykje', 'større', 'vanskelegare', 'med', 'å', 'finne', 'plass', 'i', 'ein', 'familie', ',', 'same', 'kva', 'det', 'måtte', 'vere', 'å', 'leike', 'seg', 'heime', ',', 'for', 'å', 'finne', 'ut', 'kven', 'som', 'er', '""', 'for']",50.61993769470405
"['Vi', 'har', 'ikkje', 'lagt', 'så', 'mye', 'i', 'det', 'hele', 'tatt', 'en', 'løsning', 'på', 'den', 'negative', 'trenden', 'som', 'har', 'ført', 'til', 'så', 'mange', 'dødelige', 'ulykker', 'at', 'de', 'er', 'nødt', 'til', 'å', 'begynne', 'å', 'opprette', '.', 'Hvis', 'noe', 'av', 'det', 'blir', 'påkrevet', 'kan', 'den', 'første', 'nedtrekksmenyen', 'bli', 'liggende', 'i', 'bunnen', ',', 'før', 'den', 'blir', 'flyttet', 'vekk', 'fra', 'åstedet', '.', 'Nestemannet', 'i', 'denne', 'sammenhengen', 'blir', 'å', 'sjekke', 'på', 'en', 'slik', 'måte', 'at', 'det', 'kan', 'ta', 'en', 'kikk', 'i', 'hvilken', 'takt', 'det', 'har', 'gått', 'siden', 'angrepet', 'på', 'Utøy', 'i', 'september', '2006.', 'En', 'viktig', 'del', 'av', 'hendelsen', 'er', 'derfor', 'å', 'sjekke', 'at', 'det', 'som', 'står', 'i', 'boka', 'fra', 'utsiden', 'blir', 'tatt', 'grundig', 'vare', 'på', 'ved', 'et', 'eventuelt', 'angrep', '.', 'Når', 'det', 'er', 'gjort', ',', 'går', 'dette', 'over', 'ett', 'til', 'to', 'timer', ',', 'før', 'det', 'går', 'videre', '.', 'Da', 'vil', 'det', 'gå', 'ut', 'så', 'mye', 'som', 'tre', 'måneder', 'før', 'siste', 'dødsulykke', '.', 'Når', 'det', 'som', 'står', 'i', 'innledningene', 'er', 'helt', 'klarlagt', ',', 'og', 'vi', 'kan', 'ikke', 'unngå', 'at', 'du', 'vil', 'at', 'de', 'skal', 'bli', 'glemt', '.', 'Du', 'har', 'neppe', 'fått', 'med', 'deg', 'noe', 'som', 'helst', 'her', ',', 'derfor', 'blir', 'det', 'ikke', 'så', 'mye', 'lettere']",42.29166666666667
"['Ei', 'stund', 'etter', 'fekk', 'dei', 'to', 'småblankarar', 'til', 'å', 'skrive', 'en', 'ny', 'blogg', 'om', 'meg', 'og', 'mitt', '.', 'Eg', 'har', 'brukt', 'den', 'til', 'alle', 'blogginnlegg', '.', 'Eg', 'har', 'også', 'tatt', 'ut', 'ein', 'del', 'av', 'desse', 'på', 'Facebook', ',', 'og', 'til', 'kvar', 'gong', 'som', 'eg', 'har', 'skriva', '.', 'Og', 'eg', 'har', 'laga', 'ein', 'heil', 'tråd', 'som', 'eg', 'brukar', 'på', 'alle', 'bloggar', ',', 'i', 'tillegg', 'til', 'anna', 'som', 'eg', 'har', 'laga', 'som', 'ein', 'annan', 'del', 'av', 'mitt', 'liv', '.', 'Altså', 'har', 'eg', 'laga', 'ei', 'ny', 'header', 'som', 'er', 'noko', 'vanskeleg', 'å', 'komme', 'inn', '.', 'Og', 'den', 'er', 'lett', 'å', 'klippe', 'og', 'bruke', 'til', 'noko', 'søtt', 'og', 'godt', '.', 'Her', 'har', 'eg', 'hatt', 'alle', 'funksjonane', ',', 'og', 'eg', 'har', 'nytta', 'alle', 'funksjonane', '.', 'Så', 'no', 'skriv', 'eg', 'bloggen', 'og', 'bloggar', 'til', 'kvar', 'gong', '.', 'Men', 'så', 'når', 'det', 'kjem', 'ein', 'ny', 'funksjon', 'til', 'no', ',', 'så', 'blir', 'det', 'litt', 'ekstra', 'gøy', 'å', 'sjå', 'kva', 'denne', 'funksjonaen', 'skal', 'seiast', 'å', 'vere', '.', 'Prinsippa', 'og', 'ikkje', 'minst', ',', 'det', 'er', 'veldig', 'populært', 'blant', 'både', 'barn', 'og', 'vaksne', ',', 'så', 'eg', 'er', 'glad', 'eg', 'ikkje', 'er', 'på', 'eit', 'bloggbrett', '.', 'Kanskje', 'ein', 'av', 'dei', 'er', 'noko', 'ein', 'vil', 'ha', 'som']",25.728571428571428
"['Hans', 'og', 'Knut', 'var', 'ikke', 'bare', 'en', 'part', 'i', 'Vendels', 'valgstadje', '.', 'I', 'Vendels', 'valgstadje', 'er', 'valget', 'et', 'valgnederlag', 'efter', 'de', 'to', 'hovedstande', ',', 'at', 'den', 'tidligere', 'regering', 'i', 'Vendels', 'valgte', 'en', 'formand', 'i', 'partiet', 'og', 'den', 'tidligere', 'formand', 'i', 'partiet', 'blev', 'valgt', 'samme', 'sted', 'som', 'de', 'blev', 'valgt', '.', 'Valget', 'gik', 'dermed', 'under', 'navnet', '""', 'vinder', 'af', 'det', 'tyske', 'valg', '""', '.', 'I', 'den', 'efterfølgende', 'valgopstilling', 'vil', 'der', 'i', 'Vendels', 'valgudbudsliste', 'blive', 'lagt', 'fremsigelser', 'i', 'den', 'kommende', 'forhandlinger', '.', 'Som', 'nævnt', 'gælder', 'de', 'politiske', 'aftaler', 'i', 'de', 'andre', 'partier', '-', 'og', 'også', 'her', 'som', 'i', 'Vendels', 'valgudbudsliste', '-', 'vil', 'det', 'første', 'politiske', 'aftal', 'være', 'omend', 'de', 'mest', 'oplagte', 'politiske', 'aftaler', 'i', 'Vendels', 'valgperiode', '.', 'Der', 'findes', 'flere', 'mindre', 'partier', 'i', 'Vendels', '-', 'men', 'de', 'står', 'stadig', 'i', 'den', 'næste', 'valgperiode', ',', 'som', 'skal', 'vælges', 'af', 'Dansk', 'Folkeparti', '.', 'Dansk', 'Folkeparti', 'er', 'for', 'tidligt', 'opstillede', 'og', 'står', 'blandt', 'de', 'bedst', 'ansete', 'partier', 'på', 'den', 'anden', 'side']",49.57142857142857
"['Eg', 'veit', 'ikkje', 'korleis', 'den', 'var', 'å', 'gå', 'med', 'i', 'eit', 'offer', '.', 'Kva', 'slags', 'årsak', 'kan', 'då', 'det', 'ikkje', 'ligg', 'bak', 'når', 'det', 'gjeld', 'å', 'sjå', 'på', 'barn', '?', 'Det', 'går', 'ofte', 'på', 'same', 'måten', 'som', 'før', 'eller', 'tidlegar', 'og', 'framover', '.', 'Ei', 'av', 'metodane', 'for', 'å', 'finne', 'årsak', 'og', 'årsak', 'ligg', 'ofte', 'i', 'mellom', 'anna', 'kva', 'årsak', 'som', 'gjer', 'det', 'vanskeleg', '.', 'Ein', 'slik', 'metodikk', 'går', 'ut', 'på', 'å', 'finne', 'den', 'som', 'er', 'vanskeleg', 'eller', 'ikkje', 'verkar', 'så', 'nøytralt', 'som', 'det', 'å', 'finne', 'årsak', '.', 'Det', 'er', 'viktig', 'å', 'ta', 'utgangspunkt', 'i', 'det', 'som', 'ligg', 'etter', 'kvart', 'til', 'denne', 'problemstillinga', '.', 'Dei', 'viktigaste', 'føresetnadene', 'er', 'å', 'seia', 'no', 'for', 'seg', 'korleis', 'barnet', 'treng', 'og', 'kva', 'slags', 'situasjon', 'det', 'kan', 'vere', 'når', 'det', 'er', 'vanskeleg', 'for', 'ei', 'mor', 'å', 'sjå', '.', 'Dei', 'fleste', 'foreldre', 'meiner', 'at', 'ein', 'har', 'vanskar', 'fordi', 'foreldra', 'ikkje', 'veit', 'nok', 'til', 'å', 'hjelpe', 'barnet', 'på', 'ein', 'god', 'nok', 'måte', '.', 'Andre', 'vegar', 'tyder', 'på', 'at', 'foreldra', 'ikkje', 'veit', 'nok', 'til', 'å', 'hjelpe', 'barnet', 'ved', 'at', 'han', 'eller', 'ho', 'ikkje', 'har', 'greie', 'på', 'den', 'vanskane', 'situasjonen', 'treng', '.', 'Dei', 'fleste', 'foreldre', 'meiner', 'at', 'dette', 'kan']",31.360950545921643
"['No', 'er', 'det', 'ikke', 'sikkert', 'at', 'du', 'skal', 'bli', 'syk', 'til', 'påske', '.', 'For', 'det', 'første', 'er', 'det', 'som', 'vi', 'vet', 'ikke', 'noe', 'spesielt', 'til', 'en', 'normal', 'person', ',', 'og', 'for', 'det', 'andre', 'er', 'det', 'noe', 'som', 'skjer', 'når', 'den', 'ene', 'eller', 'den', 'andre', 'setter', 'seg', 'fast', 'i', 'sofaen', 'og', 'venter', 'på', 'å', 'ta', 'seg', 'av', 'de', 'andre', '.', 'For', 'det', 'andre', 'er', 'det', 'ingen', 'tidsbesparelse', 'for', 'deg', 'som', 'kunde', 'å', 'komme', 'tilbake', 'til', 'vanlig', 'sengetid', 'igjen', 'før', 'du', 'må', 'slå', 'noen', 'i', 'hjel', '.', 'For', 'det', 'tredje', ',', 'den', 'som', 'er', 'villig', 'til', 'å', 'betale', 'tilbake', 'et', 'visst', 'depositum', 'har', 'det', 'aldri', 'vært', 'noen', 'grunn', 'til', 'ikke', 'å', 'bekymre', 'seg', 'for', 'dette', '.', 'At', 'det', 'kun', 'går', 'på', 'pris', 'ville', 'være', 'en', 'god', 'grunn', 'for', 'at', 'du', 'skal', 'bli', 'syk', 'så', 'lenge', 'du', 'har', 'mulighet', '.', 'Det', 'vil', 'derimot', 'aldri', 'bli', 'noe', 'penger', 'eller', 'noe', 'spesielt', 'med', 'en', 'slik', 'seng', 'i', 'utgangspunktet', '.', 'Den', 'som', 'gir', 'den', 'mest', 'fordelaktige', 'pris', 'som', 'tilbys', 'av', 'en', 'i', 'utgangspunktet', 'rimelig', 'og', 'rettferdig', 'pris', 'ville', 'i', 'så', 'fall', 'ikke', 'la', 'seg', 'imponere', 'av', 'det', 'og', 'heller', 'ikke', 'bekymre', 'seg', 'for', 'hva', 'det', 'betyr', 'for', 'deg', 'som', 'bare', 'gir', 'meg', 'pengene', 'for', 'å']",32.55251141552512
"['Det', 'var', 'ei', 'ein', 'i', 'Lutlefs', 'gate', 'i', 'Bergen', 'med', 'eit', 'lite', 'publikum', '.', 'Det', 'var', 'ikkje', 'mykje', 'trafikk', 'å', 'få', 'til', 'utan', 'å', 'få', 'på', 'plass', 'ein', 'kubb', 'som', 'dette', '!', 'Etter', 'ein', 'liten', 'stund', 'kom', 'kubben', ',', 'og', 'det', 'var', 'ikkje', 'langt', 'frå', 'heime', '.', 'Her', 'var', 'det', 'folk', 'frå', 'alle', 'aldrar', ',', 'med', 'unntak', 'av', 'no', 'heime', '.', 'Men', 'nokon', 'fekk', 'god', 'mat', 'og', 'var', 'samde', 'om', 'at', 'det', 'ville', 'verte', 'best', 'når', 'dei', 'kom', 'heim', 'frå', 'jobb', 'i', 'dag', '.', 'Meir', 'enn', 'ein', 'månad', 'sidan', 'gjekk', 'det', 'ikkje', 'lange', 'golvet', ',', 'så', 'det', 'var', 'ikkje', 'lett', '.', 'Men', 'det', 'var', 'godt', 'med', 'gjester', 'etter', 'at', 'det', 'gjekk', 'frå', 'og', 'med', '1.', 'nyttårsdag', '.', 'Jærbladet', 'kjenner', 'ikkje', 'til', 'personar', 'frå', 'fleire', 'av', 'heimane', 'på', 'Vestlandet', '.', 'Tråstad', 'meiner', 'det', 'kan', 'tyde', 'på', 'at', 'det', 'berre', 'blei', 'nokre', 'få', 'av', 'dei', 'einaste', 'kvardagane', 'som', 'i', 'dag', 'no', 'hadde', 'ein', 'god', 'plass', 'på', 'vestlandet', '.', 'Og', 'det', 'er', 'nok', 'mange', 'som', 'er', 'opptekne', 'av', 'den', 'gode', 'kvaliteten', 'på', 'det', 'området', 'dei', 'bor', 'og', 'jobbar', 'i', '.', 'På', 'Jæren', 'held', 'du', 'på']",26.765853658536585
"['No', 'var', 'det', 'to', 'ukert', 'i', 'den', 'ene', 'halvdagspræmmen', 'og', 'den', 'andre', 'halvdagspassetid', ',', 'det', 'var', 'to', 'dager', 'med', 'fantastisk', 'vær', ',', 'varm', 'glede', ',', 'koselige', 'folk', ',', 'deilig', 'vær', 'og', 'en', 'deilig', 'kaffe', 'og', 'pecorino', 'med', 'nydelig', 'duft', 'på', 'kinnene', '.', 'Alt', 'var', 'perfekt', 'og', 'det', 'var', 'tid', 'for', 'en', 'god', 'kopp', 'te', 'og', 'et', 'hint', 'av', 'sjokolade', ',', 'og', 'jeg', 'koste', 'meg', 'så', 'mye', 'som', 'jeg', 'kunne', 'med', 'å', 'ta', 'med', 'meg', 'på', 'en', 'reise', 'som', 'jeg', 'kan', 'anbefale', 'til', 'noen', 'som', 'ikke', 'har', 'vært', 'her', 'noen', 'år', 'og', 'ikke', 'liker', 'det', ',', 'haha', '.', 'Jeg', 'valgte', 'å', 'reise', 'til', 'Kambodsja', 'for', 'å', 'besøke', 'noen', 'få', 'landsbyer', 'og', 'deretter', 'plukke', 'en', 'tur', 'de', 'første', 'timene', 'av', 'oppholdet', 'jeg', 'har', 'hatt', 'her', 'på', 'egen', 'hånd', ',', 'for', 'de', 'av', 'dere', 'som', 'ikke', 'har', 'lest', 'og', 'likt', 'de', 'jeg', 'skal', 'beskrive', 'her', 'må', 'bare', 'få', 'litt', 'inspirasjon', 'og', 'bli', 'inspirert', 'til', 'å', 'bli', 'litt', 'mer', 'kjent', 'med', 'de', 'stedene', 'jeg', 'besøker', ',', 'særlig', 'hvis', 'noen', 'skulle', 'ta', 'deg', 'på', 'ferie', '.', 'Men', 'det', 'gjør', 'ingenting', '!', 'Jeg', 'hadde', 'så', 'mye', 'å', 'anbefale', 'og', 'fikk', 'mange']",53.19512195121951
"['Så', 'var', 'det', 'noe', 'jeg', 'mente', 'med', 'min', 'egen', 'å', 'gjøre', ',', 'men', 'at', 'hun', 'hadde', 'et', 'annet', 'utseende', ':', 'Hun', 'var', 'nok', 'mer', 'populær', 'enn', 'sine', 'andre', 'venninner', ',', 'og', 'da', 'ville', 'hun', 'ikke', 'ha', 'fått', 'den', 'med', 'seg', '.', 'Og', 'selvfølgelig', ',', 'hun', 'hadde', 'noen', 'andre', 'og', 'mindre', 'nyttige', 'egenskaper', ',', 'og', 'det', 'tror', 'jeg', 'hun', 'hadde', 'hatt', 'fra', 'den', 'dagen', '.', 'Men', 'det', 'får', 'vel', 'vente', 'til', 'våren', ',', 'for', 'hun', 'har', 'jo', 'ikke', 'noe', 'bilde', 'igjen', 'å', 'komme', 'med.', 'Men', 'ja', ',', 'jeg', 'er', 'glad', 'jeg', 'var', 'henne', 'også', '.', 'Så', 'kommer', 'en', 'medison', ',', 'hun', 'har', 'en', 'jobb', 'i', 'dag', 'som', 'jeg', 'regner', 'med', 'vi', 'kanskje', 'skal', 'få', 'til', 'i', 'år', '.', 'Det', 'var', 'vel', 'det', 'jeg', 'tenkte', 'på', '.', 'At', 'jeg', 'burde', 'slutte', 'å', 'skrive', 'om', 'andre', 'ting', ',', 'også', 'har', 'jeg', 'ikke', 'helt', 'sagt', 'til', 'henne', 'at', 'jeg', 'var', 'litt', 'eldre', 'enn', 'henne', 'og', 'at', 'jeg', 'synes', 'det', 'var', 'veldig', 'interessant', '.', 'Så', 'jeg', 'må', 'si', 'at', 'det', 'hadde', 'vært', 'litt', 'artigere', 'å', 'fortsette', 'å', 'blogge', 'om', 'henne', '.', 'Men', 'sånn', 'jeg', 'har', 'det', 'jo', ',', 'det', 'må', 'jo', 'være', 'noe', 'jeg', 'ikke', 'har', 'så', 'veldig', 'lyst', 'til', 'å', 'ta', 'for', 'meg', 'med', 'mine', 'meninger', '.', 'Ja', ',', 'takk', 'til', 'alle', 'dere', 'som']",29.701612903225808
